## Created on Tue Aug 29 17:11:22 2017

## There are two types of impartial referees and two types of selfish referees, plus narcissistic referees. 
## Impartial referees can have moving or fixed standards, and selfish referees can be conscientious or indifferent. 
## Indifferent selfish referees accept manuscripts as low as 90, while conscientious selfish referees reject anything below 114.3 (same as fixed-std impartial refs).
## The fifth type of referee is the narcissist, who rejects papers very different from their own.
## **fc, fr, ff, fd, fn are the proportion of moving-standard, indifferent, fixed-standard, conscientious, and narcissistic referees in the pool, respectively.
## **scen: referee scenario. The four combinations of an impartial and a selfish referee are 
## moving-std x indifferent (cora); 
## fixed-std x indifferent (fara); 
## moving-std x conscientious (code); 
## fixed-std x conscientious (fade).
## **method: the action taken by the editor to mitigate the effect of selfish referees. 
## One of none, revision, tiebreaking, overrule, matching.quality, blacklist (p = 50, 90, 100)
## **Q.accept.avg: average quality of published papers.
## **Rejected: percentage of total manuscript that get rejected.
## **GRP: good rejected papers: percentage of rejected papers above average quality of submitted manuscripts (100).
## **Gini: coeff of the inequality in the reviewing load of different referees.
## **num.refs = number of referees per review event
## **dbn: distribution of average quality among authors (normal or lognormal); also, distribution of quality among papers of the same author

fc fr ff fd fn scen method run Q.accept.avg Rejected GRP Gini num.refs dbn
0.6 0.4 0 0 0 cora none 6 106.762863538676 70.257855361596 40.9464246416833 NA 2 normal
0.8 0.2 0 0 0 cora none 2 110.014728616101 79.816957605985 42.8580355301719 NA 2 normal
0.8 0.2 0 0 0 cora none 8 110.6279150105 79.530174563591 44.0134706317651 NA 2 normal
0.4 0.6 0 0 0 cora none 6 104.112989319367 66.7057356608479 41.6725858910613 NA 2 normal
0.1 0.9 0 0 0 cora none 6 99.8091733432621 65.4997506234414 52.4834953969862 NA 2 normal
0.5 0.5 0 0 0 cora none 3 105.27989743874 66.457855361596 43.8903398174832 NA 2 normal
0.1 0.9 0 0 0 cora none 10 100.110296028673 65.0668329177057 53.8628994550012 NA 2 normal
0.3 0.7 0 0 0 cora none 6 102.420660817171 65.226433915212 43.8319607888117 NA 2 normal
0.3 0.7 0 0 0 cora none 10 102.738249279072 65.4822942643392 44.4314962069281 NA 2 normal
0.3 0.7 0 0 0 cora none 4 102.548368057486 65.2887780548628 44.8420216341747 NA 2 normal
0.2 0.8 0 0 0 cora none 2 101.529644600852 63.6234413965087 50.0740798808451 NA 2 normal
0.4 0.6 0 0 0 cora none 2 103.880954125703 66.3995012468828 42.8870811456385 NA 2 normal
0.4 0.6 0 0 0 cora none 10 104.133918000465 65.3770573566085 44.1314912153554 NA 2 normal
0.5 0.5 0 0 0 cora none 10 105.69301984136 68.5910224438903 41.5880748954736 NA 2 normal
0.5 0.5 0 0 0 cora none 5 105.81882175697 68.3950124688279 41.5329755272292 NA 2 normal
0.5 0.5 0 0 0 cora none 8 105.151999083249 68.1316708229427 40.899241603467 NA 2 normal
0.1 0.9 0 0 0 cora none 3 99.5788847846084 66.0783042394015 50.4698574199733 NA 2 normal
0.2 0.8 0 0 0 cora none 10 101.238960741184 66.515710723192 45.9944212831049 NA 2 normal
0.1 0.9 0 0 0 cora none 9 100.057054864542 66.4932668329177 51.2117552636908 NA 2 normal
0.2 0.8 0 0 0 cora none 4 101.700637741126 63.9211970074813 51.0502332984816 NA 2 normal
0.5 0.5 0 0 0 cora none 1 105.250607046916 66.9147132169576 42.9943949196506 NA 2 normal
0.4 0.6 0 0 0 cora none 9 103.708886656244 66.5197007481297 41.0963320637015 NA 2 normal
0.5 0.5 0 0 0 cora none 4 105.503986089265 68.2244389027431 41.8897580232473 NA 2 normal
0.2 0.8 0 0 0 cora none 7 101.170994304583 66.4673316708229 46.0751723982681 NA 2 normal
0.3 0.7 0 0 0 cora none 1 102.797105080265 64.7970074812968 46.320756169276 NA 2 normal
0.5 0.5 0 0 0 cora none 2 105.50943170703 68.3072319201995 41.8849849586729 NA 2 normal
0.5 0.5 0 0 0 cora none 9 105.331727570848 67.5361596009975 42.1349974152574 NA 2 normal
0.4 0.6 0 0 0 cora none 8 104.129337007371 65.0399002493766 42.9316360568997 NA 2 normal
0.4 0.6 0 0 0 cora none 5 104.185439563226 65.6623441396509 42.7062049478553 NA 2 normal
0.3 0.7 0 0 0 cora none 7 102.694771222843 64.9940149625935 45.5986739619225 NA 2 normal
0.3 0.7 0 0 0 cora none 3 102.724914479413 64.0847880299252 45.5210522219628 NA 2 normal
0.4 0.6 0 0 0 cora none 3 103.624963218622 66.3745635910225 42.528986106206 NA 2 normal
0.3 0.7 0 0 0 cora none 2 102.866789003517 66.388029925187 43.4286444090513 NA 2 normal
0.2 0.8 0 0 0 cora none 8 101.361079643578 64.3476309226933 49.7198043668664 NA 2 normal
0.1 0.9 0 0 0 cora none 8 100.132093336605 65.2623441396509 53.6923676548135 NA 2 normal
0.1 0.9 0 0 0 cora none 2 100.058396701425 64.7416458852868 53.7744497600283 NA 2 normal
0.5 0.5 0 0 0 cora none 6 105.313509423238 69.3895261845387 40.1743743081811 NA 2 normal
0.2 0.8 0 0 0 cora none 3 101.309088007773 64.5805486284289 49.20916870038 NA 2 normal
0.1 0.9 0 0 0 cora none 5 100.263022152781 66.0952618453865 52.0536367820949 NA 2 normal
0.3 0.7 0 0 0 cora none 5 102.418005290913 64.0907730673317 46.6218424615959 NA 2 normal
0.4 0.6 0 0 0 cora none 7 103.895298768366 65.5870324189526 43.8905872154036 NA 2 normal
0.2 0.8 0 0 0 cora none 6 101.426555425842 64.3770573566085 48.5682853512659 NA 2 normal
0.3 0.7 0 0 0 cora none 8 102.301269933348 64.9306733167082 45.2790622647597 NA 2 normal
0.5 0.5 0 0 0 cora none 7 105.28863757887 67.4124688279302 40.9249641171335 NA 2 normal
0.1 0.9 0 0 0 cora none 1 100.25714303048 64.5027431421446 55.5981689966597 NA 2 normal
0.4 0.6 0 0 0 cora none 4 104.356923567647 66.25536159601 43.6556209632496 NA 2 normal
0.3 0.7 0 0 0 cora none 9 102.723709859098 65.3511221945137 44.8465606850392 NA 2 normal
0.2 0.8 0 0 0 cora none 9 101.424992763201 65.156608478803 48.330896592901 NA 2 normal
0.4 0.6 0 0 0 cora none 1 103.763374210701 66.4204488778055 41.357482372553 NA 2 normal
0.2 0.8 0 0 0 cora none 5 101.13126394622 65.4773067331671 47.8184366478268 NA 2 normal
0.2 0.8 0 0 0 cora none 1 101.24305871651 64.3172069825436 49.1051211265858 NA 2 normal
0.1 0.9 0 0 0 cora none 4 99.7889322559354 64.660349127182 52.7051001203295 NA 2 normal
0.1 0.9 0 0 0 cora none 7 100.130920099236 65.0748129675811 54.3245832534968 NA 2 normal
0 0.3 0.7 0 0 fara none 4 107.615231960025 83.0074812967581 48.254521420417 NA 2 normal
0 0.001 0.999 0 0 fara none 4 119.686197512661 89.0239401496259 47.0433014179828 NA 2 normal
0 0.1 0.9 0 0 fara none 3 114.461383000157 87.3077306733167 46.7232593743573 NA 2 normal
0 0.3 0.7 0 0 fara none 3 106.043782535417 83.2952618453865 47.3878340428844 NA 2 normal
0 0.4 0.6 0 0 fara none 9 104.573245907555 82.3690773067332 45.6342718740539 NA 2 normal
0 0.3 0.7 0 0 fara none 8 108.249030312651 82.1521197007481 47.5494035151626 NA 2 normal
0 0.1 0.9 0 0 fara none 8 113.891472440913 87.9187032418953 45.9748010233893 NA 2 normal
0 0.4 0.6 0 0 fara none 5 104.763742804759 82.0802992518703 47.3953491198328 NA 2 normal
0 0.1 0.9 0 0 fara none 9 113.798812825253 87.1216957605985 43.9199903823585 NA 2 normal
0 0.2 0.8 0 0 fara none 9 111.092127306208 82.8902743142145 48.7920815909023 NA 2 normal
0 0.001 0.999 0 0 fara none 1 119.486296060851 90.7561097256858 44.9347680335887 NA 2 normal
0 0.1 0.9 0 0 fara none 7 114.696323090606 87.7795511221945 46.1931385583927 NA 2 normal
0 0.001 0.999 0 0 fara none 3 119.643847977245 90.4184538653367 44.4963566460182 NA 2 normal
0 0.2 0.8 0 0 fara none 3 110.592145366726 85.0468827930175 48.0984523718764 NA 2 normal
0 0.001 0.999 0 0 fara none 9 120.218858743529 88.3581047381546 44.1583219498978 NA 2 normal
0 0.4 0.6 0 0 fara none 2 105.46066740859 79.472319201995 48.8872990172083 NA 2 normal
0 0.001 0.999 0 0 fara none 10 119.620762796823 89.9416458852868 45.100453050745 NA 2 normal
0 0.1 0.9 0 0 fara none 6 114.166106000227 88.6942643391521 46.3055018219443 NA 2 normal
0 0.2 0.8 0 0 fara none 7 110.294363713688 85.684289276808 45.2481708062422 NA 2 normal
0 0.3 0.7 0 0 fara none 7 107.153574369746 83.1820448877805 48.5513850581604 NA 2 normal
0 0.1 0.9 0 0 fara none 10 113.275782488048 87.3665835411471 43.7580635953645 NA 2 normal
0 0.3 0.7 0 0 fara none 2 107.121081889237 83.6204488778055 47.2977889645053 NA 2 normal
0 0.3 0.7 0 0 fara none 9 107.256550233242 83.6528678304239 47.80711168348 NA 2 normal
0 0.2 0.8 0 0 fara none 10 109.834446401435 85.6473815461347 45.808656964996 NA 2 normal
0 0.4 0.6 0 0 fara none 4 105.789583967828 79.9660847880299 50.9979292967093 NA 2 normal
0 0.4 0.6 0 0 fara none 7 104.544717015033 81.0768079800499 49.4718840544049 NA 2 normal
0 0.2 0.8 0 0 fara none 2 109.847226529632 85.4718204488778 46.8328947138081 NA 2 normal
0 0.001 0.999 0 0 fara none 8 119.5526892327 90.0798004987531 44.0889208792426 NA 2 normal
0 0.1 0.9 0 0 fara none 2 113.0609103265 86.828927680798 47.7488913907589 NA 2 normal
0 0.2 0.8 0 0 fara none 4 110.02517440915 84.4254364089775 47.5610404494515 NA 2 normal
0 0.4 0.6 0 0 fara none 3 104.358820495209 81.3925187032419 50.220599048973 NA 2 normal
0 0.4 0.6 0 0 fara none 8 105.148936035934 80.884289276808 48.0240237277475 NA 2 normal
0 0.3 0.7 0 0 fara none 1 107.074088145777 83.1745635910224 47.8073936377537 NA 2 normal
0 0.001 0.999 0 0 fara none 2 119.860483842433 90.9960099750623 42.5751040028063 NA 2 normal
0 0.4 0.6 0 0 fara none 10 104.424702367027 81.8049875311721 48.112108962986 NA 2 normal
0 0.1 0.9 0 0 fara none 5 113.333370587024 88.0194513715711 44.8597283529485 NA 2 normal
0 0.3 0.7 0 0 fara none 5 107.200281423417 83.313216957606 46.3497422819274 NA 2 normal
0 0.2 0.8 0 0 fara none 8 110.093228917754 85.0084788029925 47.018927259713 NA 2 normal
0 0.4 0.6 0 0 fara none 6 105.392002081954 80.7162094763092 51.1647593860451 NA 2 normal
0 0.001 0.999 0 0 fara none 7 118.883381549214 91.6214463840399 45.075421472937 NA 2 normal
0 0.2 0.8 0 0 fara none 5 110.213768702931 84.8423940149626 45.5666660788083 NA 2 normal
0 0.4 0.6 0 0 fara none 1 105.73975333393 80.3775561097257 50.3459359506568 NA 2 normal
0 0.1 0.9 0 0 fara none 4 113.149093768099 88.2219451371571 45.1756791135483 NA 2 normal
0 0.3 0.7 0 0 fara none 10 107.783593741795 83.0798004987531 47.810895992796 NA 2 normal
0 0.3 0.7 0 0 fara none 6 106.186254089886 84.5486284289277 46.1497168475696 NA 2 normal
0 0.2 0.8 0 0 fara none 1 110.465925751249 84.9740648379052 46.1076579035411 NA 2 normal
0 0.001 0.999 0 0 fara none 6 119.382442035176 90.2738154613466 43.889192757971 NA 2 normal
0 0.001 0.999 0 0 fara none 5 119.512665219773 88.9955112219451 45.1691362729494 NA 2 normal
0 0.2 0.8 0 0 fara none 6 110.82445677866 84.9331670822943 46.7012349448885 NA 2 normal
0 0.1 0.9 0 0 fara none 1 113.294683840694 87.8728179551122 46.1900842864035 NA 2 normal
0 0.6 0.4 0 0 fara none 10 101.515344905288 77.0274314214464 48.3508158508158 NA 2 normal
0 0.5 0.5 0 0 fara none 9 104.127289500109 78.4748129675811 51.3664501531695 NA 2 normal
0 0.6 0.4 0 0 fara none 9 102.058851105923 76.0114713216958 52.290309245881 NA 2 normal
0 0.5 0.5 0 0 fara none 6 103.05059440372 78.0344139650873 50.5020484599799 NA 2 normal
0 0.9 0.1 0 0 fara none 4 98.5898842133643 69.5600997506234 54.3343275876904 NA 2 normal
0 0.8 0.2 0 0 fara none 10 100.004733873816 71.4159600997506 54.6473541962022 NA 2 normal
0 0.7 0.3 0 0 fara none 4 101.165278634884 72.9551122194514 56.2686720218766 NA 2 normal
0 0.7 0.3 0 0 fara none 10 101.067691168451 74.1506234413965 52.0212279380112 NA 2 normal
0 0.9 0.1 0 0 fara none 10 99.1802146137262 69.074812967581 55.9897469222716 NA 2 normal
0 0.5 0.5 0 0 fara none 10 103.234082455709 78.0802992518703 51.7103052679319 NA 2 normal
0 0.7 0.3 0 0 fara none 1 100.870671900913 74.7536159600998 51.4548208245208 NA 2 normal
0 0.7 0.3 0 0 fara none 7 101.136700588447 74.0488778054863 54.1463480345933 NA 2 normal
0 0.7 0.3 0 0 fara none 2 100.695146802496 74.3496259351621 53.4483568232587 NA 2 normal
0 0.8 0.2 0 0 fara none 6 99.6955826864593 71.7650872817955 52.6419670718401 NA 2 normal
0 0.8 0.2 0 0 fara none 5 99.6484509086873 72.2413965087282 52.6152274170832 NA 2 normal
0 0.6 0.4 0 0 fara none 5 101.781661366303 76.1087281795511 50.872881689144 NA 2 normal
0 0.9 0.1 0 0 fara none 8 98.969988433101 69.0329177057357 56.047568473604 NA 2 normal
0 0.6 0.4 0 0 fara none 8 102.538644577282 75.8493765586035 52.2429279711727 NA 2 normal
0 0.9 0.1 0 0 fara none 7 99.2518449400533 69.7256857855362 55.1595135908441 NA 2 normal
0 0.5 0.5 0 0 fara none 1 104.094396136201 78.0304239401496 49.2301103859995 NA 2 normal
0 0.9 0.1 0 0 fara none 3 99.0996854191819 68.1630922693267 56.3683991014656 NA 2 normal
0 0.5 0.5 0 0 fara none 5 102.906086502787 78.4733167082294 50.7725357349417 NA 2 normal
0 0.6 0.4 0 0 fara none 1 102.090731928776 76.7571072319202 51.80639124615 NA 2 normal
0 0.5 0.5 0 0 fara none 8 102.636641314431 79.6344139650873 47.9335116210613 NA 2 normal
0 0.8 0.2 0 0 fara none 4 99.8505697700108 71.9531172069825 53.8422081432909 NA 2 normal
0 0.9 0.1 0 0 fara none 6 99.040628172717 69.0992518703242 55.8457962813258 NA 2 normal
0 0.8 0.2 0 0 fara none 2 99.894568815341 71.0788029925187 55.0553282858406 NA 2 normal
0 0.8 0.2 0 0 fara none 1 100.419116252566 71.3346633416459 55.5668200187379 NA 2 normal
0 0.6 0.4 0 0 fara none 6 102.234345997695 76.5950124688279 50.32199670515 NA 2 normal
0 0.7 0.3 0 0 fara none 5 100.706915837231 73.8379052369077 53.2223310479922 NA 2 normal
0 0.8 0.2 0 0 fara none 9 99.6537152829934 71.8099750623441 53.1223303398412 NA 2 normal
0 0.6 0.4 0 0 fara none 4 102.020263987432 74.8802992518703 53.3206780564159 NA 2 normal
0 0.9 0.1 0 0 fara none 5 99.0798828673101 69.4977556109726 55.0820636845769 NA 2 normal
0 0.5 0.5 0 0 fara none 2 102.935263871465 78.5536159600997 49.487619047619 NA 2 normal
0 0.8 0.2 0 0 fara none 7 100.087422609789 70.6733167082294 55.3712067748765 NA 2 normal
0 0.8 0.2 0 0 fara none 3 100.038232919777 71.6917705735661 53.9925700212881 NA 2 normal
0 0.5 0.5 0 0 fara none 3 103.413859846403 78.3965087281796 50.1523682285205 NA 2 normal
0 0.9 0.1 0 0 fara none 2 98.8435796298341 68.8224438902743 55.7341527223184 NA 2 normal
0 0.7 0.3 0 0 fara none 6 101.110953484725 73.9556109725686 54.2760029943149 NA 2 normal
0 0.7 0.3 0 0 fara none 3 101.487436888525 72.7391521197007 54.570699798412 NA 2 normal
0 0.9 0.1 0 0 fara none 1 99.1309215869321 71.2304239401496 52.1653584657289 NA 2 normal
0 0.7 0.3 0 0 fara none 8 100.792956627909 74.1750623441396 53.0019297879923 NA 2 normal
0 0.8 0.2 0 0 fara none 8 99.8682568433073 71.0917705735661 55.4437732831015 NA 2 normal
0 0.9 0.1 0 0 fara none 9 99.084074528206 69.2548628428928 54.5766837587141 NA 2 normal
0 0.7 0.3 0 0 fara none 9 101.269614593247 73.0483790523691 53.4514071909437 NA 2 normal
0 0.5 0.5 0 0 fara none 4 103.392880512996 78.8054862842893 50.8926932692003 NA 2 normal
0 0.6 0.4 0 0 fara none 2 102.631926372291 75.486783042394 50.9392075374461 NA 2 normal
0 0.6 0.4 0 0 fara none 3 101.855180337745 76.373566084788 51.4331054209196 NA 2 normal
0 0.6 0.4 0 0 fara none 7 101.921653248666 76.9406483790524 49.0471004628369 NA 2 normal
0 0.5 0.5 0 0 fara none 7 103.738178716158 77.9925187032419 50.3430855315747 NA 2 normal
0.999 0 0 0.001 0 code none 6 152.255396039993 100 51.9925187032419 NA 2 normal
0.9 0 0 0.1 0 code none 4 130.218338543521 98.956608478803 50.1426353776057 NA 2 normal
0.6 0 0 0.4 0 code none 3 128.737168378964 99.2124688279302 50.0766636001227 NA 2 normal
0.8 0 0 0.2 0 code none 1 127.116894664676 98.8822942643392 50.0184102613248 NA 2 normal
0.9 0 0 0.1 0 code none 9 128.305804200818 99.113216957606 50.2596592224313 NA 2 normal
0.7 0 0 0.3 0 code none 8 125.781158996611 98.8279301745636 50.6712086802927 NA 2 normal
0.9 0 0 0.1 0 code none 2 134.153464166358 99.3152119700748 49.3700000502192 NA 2 normal
0.9 0 0 0.1 0 code none 6 132.954481340837 99.498753117207 49.4859520288729 NA 2 normal
0.7 0 0 0.3 0 code none 10 126.304238717272 99.0284289276808 47.9803779362585 NA 2 normal
0.999 0 0 0.001 0 code none 1 146.043266311317 99.9985037406484 49.6196950577814 NA 2 normal
0.999 0 0 0.001 0 code none 9 145.003876981842 99.9980049875312 48.2558255526295 NA 2 normal
0.7 0 0 0.3 0 code none 1 126.238751322685 99.0124688279302 49.1874874068104 NA 2 normal
0.8 0 0 0.2 0 code none 2 127.786534117812 99.0478802992519 50.3703591804261 NA 2 normal
0.7 0 0 0.3 0 code none 7 126.392172038384 98.9630922693267 49.0825063879327 NA 2 normal
0.8 0 0 0.2 0 code none 4 127.413402961281 98.9745635910224 48.2574429058072 NA 2 normal
0.8 0 0 0.2 0 code none 8 128.08716409683 98.8 50.8182983835957 NA 2 normal
0.7 0 0 0.3 0 code none 4 126.998430182109 99.0598503740648 49.292853007074 NA 2 normal
0.8 0 0 0.2 0 code none 9 129.725241085127 98.9935162094763 47.6829133120384 NA 2 normal
0.999 0 0 0.001 0 code none 7 146.465050323748 99.9990024937656 48.4693114145777 NA 2 normal
0.999 0 0 0.001 0 code none 8 143.79930203178 100 50.0798004987531 NA 2 normal
0.7 0 0 0.3 0 code none 5 126.15750819896 98.913216957606 49.3260925469315 NA 2 normal
0.7 0 0 0.3 0 code none 2 127.87705114545 99.0558603491272 51.1346528571501 NA 2 normal
0.999 0 0 0.001 0 code none 4 142.83058394135 99.9990024937656 50.8788117587208 NA 2 normal
0.999 0 0 0.001 0 code none 10 143.665950538332 99.9980049875312 48.9067113558375 NA 2 normal
0.6 0 0 0.4 0 code none 1 124.814287548619 99.231421446384 48.1641946330651 NA 2 normal
0.6 0 0 0.4 0 code none 5 125.861139927613 98.9835411471322 47.660509316645 NA 2 normal
0.9 0 0 0.1 0 code none 1 128.705302571124 98.8104738154613 52.109633293794 NA 2 normal
0.6 0 0 0.4 0 code none 9 126.383221705639 99.1112219451371 49.8716774524703 NA 2 normal
0.9 0 0 0.1 0 code none 3 131.489173591463 99.0199501246883 49.6451507290906 NA 2 normal
0.8 0 0 0.2 0 code none 7 127.806425559994 98.9790523690773 47.42583886361 NA 2 normal
0.6 0 0 0.4 0 code none 8 127.381915357996 99.1366583541147 49.5077200167028 NA 2 normal
0.7 0 0 0.3 0 code none 9 126.23384571051 98.9620947630923 50.569753904616 NA 2 normal
0.9 0 0 0.1 0 code none 7 127.048792242884 98.9226932668329 48.7491176767168 NA 2 normal
0.8 0 0 0.2 0 code none 5 126.461886308171 98.8064837905237 50.2369931400708 NA 2 normal
0.6 0 0 0.4 0 code none 4 126.079186113758 99.0399002493766 47.091023542742 NA 2 normal
0.999 0 0 0.001 0 code none 2 146.946140339413 99.9990024937656 49.1795429380842 NA 2 normal
0.8 0 0 0.2 0 code none 10 126.96507468594 99.0369077306733 50.1065120940328 NA 2 normal
0.8 0 0 0.2 0 code none 3 129.902136403777 99.1625935162095 49.1336428244501 NA 2 normal
0.999 0 0 0.001 0 code none 5 139.921110829926 99.9995012468828 52.2281906642926 NA 2 normal
0.9 0 0 0.1 0 code none 10 132.35631825517 99.1201995012469 46.9733717092022 NA 2 normal
0.9 0 0 0.1 0 code none 8 137.376356030772 99.6234413965087 47.7809206738592 NA 2 normal
0.8 0 0 0.2 0 code none 6 129.362460104168 99.1057356608479 49.3706814556105 NA 2 normal
0.6 0 0 0.4 0 code none 7 126.456598170035 99.0518703241895 48.3174638341583 NA 2 normal
0.7 0 0 0.3 0 code none 3 128.793755393795 99.1581047381546 50.1282618755407 NA 2 normal
0.6 0 0 0.4 0 code none 10 127.486613875971 99.0718204488778 49.2093697612251 NA 2 normal
0.6 0 0 0.4 0 code none 6 126.375727025802 99.0399002493766 50.3341306811029 NA 2 normal
0.7 0 0 0.3 0 code none 6 126.851908816452 98.6503740648379 50.2325651940908 NA 2 normal
0.999 0 0 0.001 0 code none 3 154.072325630258 99.9995012468828 51.8685878732562 NA 2 normal
0.9 0 0 0.1 0 code none 5 134.578684737364 99.2598503740648 49.0870080797524 NA 2 normal
0.6 0 0 0.4 0 code none 2 125.966820807755 99.0812967581047 48.2930463409478 NA 2 normal
0.5 0 0 0.5 0 code none 2 125.890161424413 99.1216957605985 47.3309214598041 NA 2 normal
0.3 0 0 0.7 0 code none 7 122.878487375748 99.1241895261845 50.6279434850863 NA 2 normal
